date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2020-09-25,Australia,Sweden,2,0,Continental Cup,Home City,Australia,false
2022-10-01,Austria,Croatia,3,1,Continental Cup,Home City,Austria,false
2020-01-22,Chile,Costa Rica,2,0,Friendly,Home City,Chile,false
2025-06-27,Norway,England,3,0,Continental Cup,Home City,Norway,false
2019-08-31,Spain,United Arab Emirates,6,0,WC Qualifier,Home City,Spain,false
2019-12-21,Uruguay,Jamaica,1,0,WC Qualifier,Home City,Uruguay,false
2024-10-05,Cameroon,Iran,2,3,Continental Cup,Home City,Cameroon,false
2018-01-19,Uruguay,Chile,0,0,WC Qualifier,Home City,Uruguay,false
2019-04-03,New Zealand,Australia,2,1,Continental Cup,Home City,New Zealand,false
2019-05-13,Saudi Arabia,Switzerland,0,0,WC Qualifier,Home City,Saudi Arabia,false
2019-05-18,Netherlands,New Zealand,2,0,Continental Cup,Home City,Netherlands,false
2023-01-12,Italy,Egypt,1,1,Nations League,Home City,Italy,false
2021-02-12,New Zealand,Senegal,2,1,WC Qualifier,Home City,New Zealand,false
2019-04-01,Denmark,Qatar,5,0,Friendly,Home City,Denmark,false
2023-08-08,Tunisia,Uruguay,3,1,Nations League,Home City,Tunisia,false
2018-02-10,Costa Rica,Paraguay,1,1,Continental Cup,Home City,Costa Rica,false
2024-01-17,South Africa,Colombia,2,3,World Cup,New York,South Africa,true
2025-11-21,New Zealand,Cameroon,2,1,World Cup,Berlin,New Zealand,true
2025-07-23,Paraguay,Croatia,1,2,World Cup,Madrid,Paraguay,true
2021-07-28,Wales,United Arab Emirates,4,0,World Cup,Dubai,Wales,true
2019-09-11,South Korea,Morocco,4,1,Continental Cup,Home City,South Korea,false
2020-06-03,Croatia,Spain,1,2,Nations League,Home City,Croatia,false
2021-09-15,Wales,Argentina,0,3,Continental Cup,Home City,Wales,false
2022-05-18,Iraq,Tunisia,3,1,World Cup,Paris,Iraq,true
2023-03-19,Argentina,Australia,1,0,Friendly,Home City,Argentina,false
2025-06-10,Sweden,Japan,2,0,Friendly,Home City,Sweden,false
2020-05-23,Switzerland,Cameroon,1,0,WC Qualifier,Home City,Switzerland,false
2024-04-15,Chile,Uruguay,4,0,Continental Cup,Home City,Chile,false
2020-08-05,Croatia,New Zealand,6,1,Friendly,Home City,Croatia,false
2022-10-30,Croatia,Serbia,3,1,Friendly,Home City,Croatia,false
2022-01-13,Austria,France,2,0,Continental Cup,Home City,Austria,false
2019-09-12,Italy,Tunisia,0,0,Friendly,Home City,Italy,false
2020-01-16,Austria,Japan,1,1,Friendly,Home City,Austria,false
2023-01-10,Uruguay,England,0,2,Friendly,Home City,Uruguay,false
2019-05-29,Ivory Coast,Panama,1,1,World Cup,Paris,Ivory Coast,true
2021-01-12,Jamaica,Mexico,2,0,Friendly,Home City,Jamaica,false
2025-01-07,Croatia,Brazil,2,3,Continental Cup,Home City,Croatia,false
2025-01-04,Mexico,Serbia,2,1,Continental Cup,Home City,Mexico,false
2018-07-06,Morocco,Uruguay,1,1,Continental Cup,Home City,Morocco,false
2022-02-06,Sweden,United Arab Emirates,2,2,WC Qualifier,Home City,Sweden,false
2024-03-14,Colombia,Panama,1,0,World Cup,Paris,Colombia,true
2022-05-31,Colombia,Chile,2,1,World Cup,Paris,Colombia,true
2025-07-22,Uruguay,Portugal,0,1,World Cup,Dubai,Uruguay,true
2021-08-31,Ivory Coast,Canada,1,2,Nations League,Home City,Ivory Coast,false
2025-10-02,Uruguay,Morocco,0,0,World Cup,Berlin,Uruguay,true
2019-10-20,Portugal,Italy,4,1,Continental Cup,Home City,Portugal,false
2024-10-20,United Arab Emirates,Uruguay,1,1,WC Qualifier,Home City,United Arab Emirates,false
2018-05-17,Wales,Austria,1,3,World Cup,Doha,Wales,true
2020-02-28,Ivory Coast,United Arab Emirates,2,2,Friendly,Home City,Ivory Coast,false
2019-05-03,France,Chile,3,0,World Cup,Madrid,France,true
2022-05-25,Iran,Cameroon,2,1,Nations League,Home City,Iran,false
2019-10-26,Mexico,New Zealand,1,1,Friendly,Home City,Mexico,false
2024-07-31,Sweden,Japan,3,4,Nations League,Home City,Sweden,false
2026-04-24,Costa Rica,Colombia,0,2,Continental Cup,Home City,Costa Rica,false
2018-12-26,Saudi Arabia,New Zealand,3,0,Friendly,Home City,Saudi Arabia,false
2019-07-09,Wales,Norway,1,2,Continental Cup,Home City,Wales,false
2019-09-17,Japan,United Arab Emirates,1,1,Nations League,Home City,Japan,false
2019-07-05,Chile,Germany,1,0,WC Qualifier,Home City,Chile,false
2022-03-16,Iraq,Morocco,1,0,WC Qualifier,Home City,Iraq,false
2023-09-06,Austria,Japan,1,1,WC Qualifier,Home City,Austria,false
2019-09-23,Colombia,Japan,4,2,Continental Cup,Home City,Colombia,false
2020-01-28,Serbia,France,0,2,Friendly,Home City,Serbia,false
2021-07-05,Australia,Norway,1,2,WC Qualifier,Home City,Australia,false
2019-11-09,Sweden,Brazil,0,2,WC Qualifier,Home City,Sweden,false
2020-04-20,Senegal,Japan,1,1,Friendly,Home City,Senegal,false
2021-06-05,France,Croatia,0,0,World Cup,Berlin,France,true
2024-01-03,Algeria,Nigeria,1,1,Friendly,Home City,Algeria,false
2018-12-23,Morocco,Iran,1,1,World Cup,New York,Morocco,true
2018-02-12,Brazil,USA,4,0,WC Qualifier,Home City,Brazil,false
2021-11-09,France,United Arab Emirates,3,1,World Cup,Sydney,France,true
2023-12-13,Italy,Ivory Coast,0,0,Continental Cup,Home City,Italy,false
2022-08-03,Costa Rica,Peru,0,1,WC Qualifier,Home City,Costa Rica,false
2018-11-19,Japan,Serbia,2,3,Friendly,Home City,Japan,false
2019-06-14,Nigeria,Australia,1,0,Nations League,Home City,Nigeria,false
2024-03-08,Austria,Colombia,7,1,Nations League,Home City,Austria,false
2025-01-20,Netherlands,Italy,3,2,World Cup,New York,Netherlands,true
2024-04-17,Canada,Brazil,0,1,WC Qualifier,Home City,Canada,false
2024-05-08,Tunisia,Croatia,0,2,Continental Cup,Home City,Tunisia,false
2019-11-24,Argentina,Norway,2,0,WC Qualifier,Home City,Argentina,false
2024-09-07,Australia,Brazil,1,4,World Cup,New York,Australia,true
2018-12-07,Canada,New Zealand,4,0,Continental Cup,Home City,Canada,false
2019-01-21,Colombia,France,2,1,World Cup,New York,Colombia,true
2022-11-01,Chile,Switzerland,2,3,WC Qualifier,Home City,Chile,false
2018-05-14,Senegal,Norway,0,0,Friendly,Home City,Senegal,false
2024-08-09,Colombia,New Zealand,1,0,WC Qualifier,Home City,Colombia,false
2019-03-16,Uruguay,Iraq,3,1,WC Qualifier,Home City,Uruguay,false
2019-07-20,Denmark,Croatia,1,0,Continental Cup,Home City,Denmark,false
2022-02-21,Qatar,Ivory Coast,1,1,WC Qualifier,Home City,Qatar,false
2024-11-30,Belgium,Austria,2,1,Continental Cup,Home City,Belgium,false
2023-02-22,Switzerland,Iraq,1,0,Nations League,Home City,Switzerland,false
2024-08-31,South Korea,England,1,1,World Cup,Doha,South Korea,true
2026-03-13,Switzerland,New Zealand,2,1,Nations League,Home City,Switzerland,false
2018-03-20,Norway,Italy,1,2,World Cup,Dubai,Norway,true
2020-07-17,Egypt,Qatar,3,1,Continental Cup,Home City,Egypt,false
2018-03-03,Belgium,Wales,2,0,Friendly,Home City,Belgium,false
2021-08-01,United Arab Emirates,Denmark,1,1,Continental Cup,Home City,United Arab Emirates,false
2020-12-08,Algeria,Jamaica,0,2,Friendly,Home City,Algeria,false
2023-05-30,New Zealand,Belgium,1,4,Nations League,Home City,New Zealand,false
2021-01-23,Wales,Croatia,1,3,Continental Cup,Home City,Wales,false
2019-12-07,Peru,Iraq,3,0,Nations League,Home City,Peru,false
2024-01-07,Portugal,Morocco,3,0,Friendly,Home City,Portugal,false
2025-07-13,Brazil,Switzerland,1,0,WC Qualifier,Home City,Brazil,false
2024-02-09,Panama,Portugal,0,1,World Cup,Doha,Panama,true
2018-12-09,Iran,Germany,0,2,World Cup,New York,Iran,true
2024-03-19,Argentina,Paraguay,6,0,Continental Cup,Home City,Argentina,false
2019-08-26,USA,Denmark,4,0,WC Qualifier,Home City,USA,false
2022-10-02,Mexico,Algeria,1,0,WC Qualifier,Home City,Mexico,false
2021-10-14,Argentina,Uruguay,4,1,Nations League,Home City,Argentina,false
2020-01-15,South Korea,Norway,1,0,Nations League,Home City,South Korea,false
2019-05-24,Germany,Algeria,4,0,Nations League,Home City,Germany,false
2025-09-26,Denmark,Australia,2,1,WC Qualifier,Home City,Denmark,false
2020-09-22,Iran,South Africa,3,3,World Cup,Dubai,Iran,true
2022-07-07,Mexico,South Korea,0,3,Continental Cup,Home City,Mexico,false
2019-05-24,Switzerland,Ecuador,2,4,WC Qualifier,Home City,Switzerland,false
2023-09-12,Tunisia,Portugal,1,0,Friendly,Home City,Tunisia,false
2020-12-20,Netherlands,Tunisia,4,0,Continental Cup,Home City,Netherlands,false
2019-12-24,Panama,Brazil,0,3,World Cup,Madrid,Panama,true
2021-07-28,South Korea,Iraq,0,0,Friendly,Home City,South Korea,false
2024-03-10,Germany,France,0,4,WC Qualifier,Home City,Germany,false
2022-06-16,Serbia,Iraq,4,0,Nations League,Home City,Serbia,false
2018-10-02,Cameroon,Jamaica,1,0,Nations League,Home City,Cameroon,false
2025-07-24,Paraguay,United Arab Emirates,2,0,WC Qualifier,Home City,Paraguay,false
2023-02-03,Australia,Iraq,1,0,Nations League,Home City,Australia,false
2018-07-26,USA,Cameroon,3,0,Nations League,Home City,USA,false
2026-04-08,Japan,Spain,0,0,WC Qualifier,Home City,Japan,false
2023-01-13,Egypt,Senegal,2,0,Friendly,Home City,Egypt,false
2019-02-27,Spain,Wales,3,0,Nations League,Home City,Spain,false
2019-11-06,Saudi Arabia,Iran,3,1,WC Qualifier,Home City,Saudi Arabia,false
2023-08-09,Wales,South Africa,0,0,Friendly,Home City,Wales,false
2020-01-19,Italy,Saudi Arabia,3,0,Continental Cup,Home City,Italy,false
2018-03-29,Panama,Egypt,1,2,Nations League,Home City,Panama,false
2025-09-28,Japan,Iran,1,1,Continental Cup,Home City,Japan,false
2025-01-25,Algeria,Saudi Arabia,1,0,Friendly,Home City,Algeria,false
2025-02-15,Nigeria,Sweden,1,1,Nations League,Home City,Nigeria,false
2021-04-26,Italy,Ivory Coast,2,0,Continental Cup,Home City,Italy,false
2022-02-18,Denmark,Panama,2,1,Nations League,Home City,Denmark,false
2019-08-31,Ivory Coast,Jamaica,2,2,World Cup,London,Ivory Coast,true
2018-01-26,Tunisia,Canada,0,0,World Cup,Madrid,Tunisia,true
2026-01-12,New Zealand,Germany,0,1,World Cup,Madrid,New Zealand,true
2018-12-31,Iraq,Sweden,2,2,Continental Cup,Home City,Iraq,false
2026-03-18,Peru,Croatia,0,3,World Cup,New York,Peru,true
2019-04-28,Portugal,Panama,1,0,Continental Cup,Home City,Portugal,false
2020-02-05,Norway,Tunisia,3,0,World Cup,Madrid,Norway,true
2019-01-10,Panama,Mexico,0,1,Nations League,Home City,Panama,false
2018-06-26,Norway,South Korea,5,0,Friendly,Home City,Norway,false
2019-09-05,Sweden,Saudi Arabia,5,2,WC Qualifier,Home City,Sweden,false
2020-01-13,Sweden,Italy,1,7,Friendly,Home City,Sweden,false
2023-01-07,Japan,Peru,2,2,World Cup,Dubai,Japan,true
2024-01-24,Portugal,Austria,2,0,Friendly,Home City,Portugal,false
2020-05-26,England,Portugal,5,0,WC Qualifier,Home City,England,false
2020-04-22,Chile,England,3,3,WC Qualifier,Home City,Chile,false
2021-11-04,Chile,Colombia,0,0,Continental Cup,Home City,Chile,false
2022-07-17,France,Switzerland,2,1,Continental Cup,Home City,France,false
2019-06-28,Uruguay,Jamaica,1,1,Friendly,Home City,Uruguay,false
2019-05-11,Italy,South Korea,1,0,Nations League,Home City,Italy,false
2018-07-29,Austria,Mexico,2,0,WC Qualifier,Home City,Austria,false
2026-02-16,Colombia,Jamaica,3,0,WC Qualifier,Home City,Colombia,false
2026-02-08,Argentina,Ecuador,5,0,Continental Cup,Home City,Argentina,false
2025-10-26,Nigeria,Iraq,2,0,Nations League,Home City,Nigeria,false
2025-12-14,Austria,Peru,2,0,Nations League,Home City,Austria,false
2023-12-08,Ivory Coast,Tunisia,2,0,WC Qualifier,Home City,Ivory Coast,false
2023-06-30,Costa Rica,Italy,1,1,Nations League,Home City,Costa Rica,false
2021-12-29,United Arab Emirates,Serbia,1,2,WC Qualifier,Home City,United Arab Emirates,false
2021-09-07,Senegal,England,1,5,WC Qualifier,Home City,Senegal,false
2023-09-03,Algeria,Sweden,2,0,World Cup,Sydney,Algeria,true
2019-05-29,Netherlands,Argentina,4,0,Friendly,Home City,Netherlands,false
2021-03-03,New Zealand,Qatar,3,0,Continental Cup,Home City,New Zealand,false
2020-09-23,France,Nigeria,3,0,World Cup,Berlin,France,true
2018-01-09,Japan,England,3,0,Nations League,Home City,Japan,false
2025-01-10,Italy,USA,0,2,WC Qualifier,Home City,Italy,false
2020-07-18,Peru,USA,1,1,World Cup,Dubai,Peru,true
2025-07-19,Spain,Costa Rica,6,0,World Cup,Sydney,Spain,true
2025-01-31,South Africa,United Arab Emirates,2,1,WC Qualifier,Home City,South Africa,false
2023-12-28,Cameroon,Nigeria,0,2,World Cup,Madrid,Cameroon,true
2020-04-26,Mexico,Belgium,0,0,Nations League,Home City,Mexico,false
2022-11-23,USA,Chile,3,0,Friendly,Home City,USA,false
2021-04-25,New Zealand,Croatia,0,2,Nations League,Home City,New Zealand,false
2018-04-07,Switzerland,Nigeria,2,0,WC Qualifier,Home City,Switzerland,false
2022-11-02,Netherlands,Argentina,2,2,WC Qualifier,Home City,Netherlands,false
2021-07-13,Wales,Ecuador,3,0,WC Qualifier,Home City,Wales,false
2021-06-10,Serbia,England,0,0,Nations League,Home City,Serbia,false
2019-09-05,Saudi Arabia,Ecuador,1,0,WC Qualifier,Home City,Saudi Arabia,false
2020-07-01,Colombia,New Zealand,2,0,Continental Cup,Home City,Colombia,false
2023-10-22,Netherlands,Iran,1,0,Nations League,Home City,Netherlands,false
2018-05-23,England,Argentina,1,3,Continental Cup,Home City,England,false
2018-01-10,Iran,Canada,0,0,Friendly,Home City,Iran,false
2022-07-11,Argentina,Italy,5,0,Continental Cup,Home City,Argentina,false
2018-09-16,Nigeria,Ecuador,3,0,WC Qualifier,Home City,Nigeria,false
2025-02-17,Algeria,Australia,1,1,Nations League,Home City,Algeria,false
2018-04-06,Peru,Uruguay,2,2,WC Qualifier,Home City,Peru,false
2020-08-27,England,Saudi Arabia,4,0,Nations League,Home City,England,false
2018-01-17,Croatia,Jamaica,3,0,World Cup,Doha,Croatia,true
2021-03-10,Senegal,Panama,2,1,Nations League,Home City,Senegal,false
2023-01-12,Cameroon,Colombia,0,0,Nations League,Home City,Cameroon,false
2024-01-08,England,South Korea,4,0,Continental Cup,Home City,England,false
2026-01-10,Costa Rica,Colombia,2,1,Nations League,Home City,Costa Rica,false
2021-07-27,Netherlands,Saudi Arabia,3,0,Continental Cup,Home City,Netherlands,false
2018-05-11,Tunisia,Colombia,1,0,Continental Cup,Home City,Tunisia,false
2025-08-06,Iran,Qatar,1,3,World Cup,Dubai,Iran,true
2021-06-01,Ivory Coast,Saudi Arabia,1,2,WC Qualifier,Home City,Ivory Coast,false
2022-01-17,Croatia,Uruguay,3,0,World Cup,Dubai,Croatia,true
2019-02-01,Tunisia,Italy,0,1,Nations League,Home City,Tunisia,false
2026-05-23,Norway,Germany,3,2,Friendly,Home City,Norway,false
2021-04-26,Netherlands,Paraguay,1,0,World Cup,Sydney,Netherlands,true
2022-07-13,Egypt,Nigeria,3,0,World Cup,London,Egypt,true
2020-07-20,USA,Ivory Coast,2,3,Friendly,Home City,USA,false
2018-03-14,Panama,Chile,3,2,WC Qualifier,Home City,Panama,false
2026-01-15,Croatia,Japan,3,3,Nations League,Home City,Croatia,false
2022-10-15,Iran,USA,2,1,Friendly,Home City,Iran,false
2020-05-01,Paraguay,Netherlands,0,2,Continental Cup,Home City,Paraguay,false
2022-08-19,United Arab Emirates,Jamaica,2,0,World Cup,London,United Arab Emirates,true
2018-02-21,Cameroon,Spain,1,1,Nations League,Home City,Cameroon,false
2025-06-27,Ivory Coast,Mexico,2,2,Friendly,Home City,Ivory Coast,false
2023-02-03,Iran,Wales,0,2,Nations League,Home City,Iran,false
2019-09-30,Canada,Germany,1,0,Friendly,Home City,Canada,false
2024-09-18,Brazil,Sweden,2,0,WC Qualifier,Home City,Brazil,false
2021-08-04,Portugal,Panama,2,0,Nations League,Home City,Portugal,false
2019-08-27,Spain,Saudi Arabia,4,0,WC Qualifier,Home City,Spain,false
2019-06-12,Serbia,Spain,0,2,Nations League,Home City,Serbia,false
2022-08-29,Spain,Sweden,2,1,Continental Cup,Home City,Spain,false
2026-04-22,Belgium,Italy,1,1,Continental Cup,Home City,Belgium,false
2020-02-16,England,Japan,3,1,Continental Cup,Home City,England,false
2026-03-09,Japan,Ecuador,3,0,Nations League,Home City,Japan,false
2021-10-24,Ivory Coast,Switzerland,2,2,World Cup,Dubai,Ivory Coast,true
2020-06-14,Spain,Qatar,4,0,Continental Cup,Home City,Spain,false
2020-11-29,Egypt,France,1,4,World Cup,Madrid,Egypt,true
2022-12-17,Uruguay,South Korea,2,0,WC Qualifier,Home City,Uruguay,false
2023-03-08,Spain,Mexico,2,1,World Cup,London,Spain,true
2024-08-26,Portugal,Mexico,3,0,Friendly,Home City,Portugal,false
2018-09-13,Colombia,Panama,1,1,Nations League,Home City,Colombia,false
2020-05-27,Portugal,South Africa,2,0,WC Qualifier,Home City,Portugal,false
2022-12-25,Paraguay,Nigeria,3,1,Continental Cup,Home City,Paraguay,false
2023-07-11,Chile,Ivory Coast,0,4,Nations League,Home City,Chile,false
2023-01-21,Jamaica,USA,2,2,Nations League,Home City,Jamaica,false
2018-07-04,Serbia,Cameroon,1,1,WC Qualifier,Home City,Serbia,false
2019-02-14,Iraq,United Arab Emirates,1,2,World Cup,London,Iraq,true
2023-06-01,England,Jamaica,2,0,Friendly,Home City,England,false
2025-06-21,Argentina,Paraguay,0,0,World Cup,London,Argentina,true
2025-08-23,Tunisia,Saudi Arabia,1,2,WC Qualifier,Home City,Tunisia,false
2019-02-19,Paraguay,Peru,2,2,WC Qualifier,Home City,Paraguay,false
2021-10-24,Saudi Arabia,Jamaica,1,1,World Cup,London,Saudi Arabia,true
2022-01-21,Belgium,Wales,2,0,Continental Cup,Home City,Belgium,false
2026-04-03,Spain,Italy,1,2,World Cup,Madrid,Spain,true
2026-01-24,France,Austria,3,0,Nations League,Home City,France,false
2022-08-25,Argentina,Panama,6,0,Continental Cup,Home City,Argentina,false
2021-08-09,Italy,United Arab Emirates,4,0,WC Qualifier,Home City,Italy,false
2025-05-29,Ecuador,Ivory Coast,3,1,World Cup,London,Ecuador,true
2021-04-20,Austria,South Africa,1,0,World Cup,New York,Austria,true
2026-03-20,Cameroon,France,0,0,Friendly,Home City,Cameroon,false
2018-03-08,South Korea,Paraguay,3,0,Friendly,Home City,South Korea,false
2024-02-10,Japan,USA,1,1,Nations League,Home City,Japan,false
2020-08-07,Switzerland,Japan,0,2,WC Qualifier,Home City,Switzerland,false
2018-08-16,Tunisia,England,0,2,Nations League,Home City,Tunisia,false
2022-08-02,South Africa,Costa Rica,1,1,World Cup,Sydney,South Africa,true
2026-03-24,Saudi Arabia,Argentina,1,3,Continental Cup,Home City,Saudi Arabia,false
2024-10-06,South Africa,Algeria,2,0,World Cup,New York,South Africa,true
2022-04-28,Canada,Sweden,0,0,Friendly,Home City,Canada,false
2020-08-11,Algeria,Jamaica,2,0,Friendly,Home City,Algeria,false
2020-09-25,England,Belgium,3,0,Continental Cup,Home City,England,false
2025-08-28,Morocco,Argentina,1,0,World Cup,Paris,Morocco,true
2023-09-24,Brazil,Costa Rica,2,2,Nations League,Home City,Brazil,false
2020-03-07,Colombia,Austria,2,0,WC Qualifier,Home City,Colombia,false
2024-10-18,USA,Sweden,3,2,World Cup,Dubai,USA,true
2022-03-02,Ivory Coast,Spain,1,4,World Cup,Madrid,Ivory Coast,true
2025-06-18,Egypt,Uruguay,1,0,WC Qualifier,Home City,Egypt,false
2025-04-26,Denmark,Qatar,5,0,Nations League,Home City,Denmark,false
2023-01-29,Uruguay,Serbia,3,3,Friendly,Home City,Uruguay,false
2022-03-14,Tunisia,South Africa,1,2,Continental Cup,Home City,Tunisia,false
2020-06-11,Brazil,United Arab Emirates,5,0,Nations League,Home City,Brazil,false
2021-07-14,Panama,Germany,2,1,Nations League,Home City,Panama,false
2024-04-30,Egypt,Croatia,1,3,Nations League,Home City,Egypt,false
2024-02-16,Iraq,Costa Rica,4,1,Nations League,Home City,Iraq,false
2023-08-04,Egypt,Sweden,1,2,World Cup,New York,Egypt,true
2024-08-16,France,Algeria,2,1,WC Qualifier,Home City,France,false
2023-07-06,Algeria,Germany,2,0,Friendly,Home City,Algeria,false
2020-10-21,Belgium,Sweden,1,1,Nations League,Home City,Belgium,false
2023-05-21,Mexico,Spain,0,2,World Cup,New York,Mexico,true
2018-11-06,Australia,USA,0,3,World Cup,Doha,Australia,true
2026-02-02,New Zealand,USA,1,1,Continental Cup,Home City,New Zealand,false
2019-02-10,Cameroon,Egypt,1,0,Nations League,Home City,Cameroon,false
2023-10-05,Croatia,Peru,4,1,WC Qualifier,Home City,Croatia,false
2023-04-20,Italy,Switzerland,1,3,Continental Cup,Home City,Italy,false
2020-03-29,England,Senegal,3,0,WC Qualifier,Home City,England,false
2021-10-14,Egypt,Qatar,1,0,Nations League,Home City,Egypt,false
2019-07-26,Paraguay,Morocco,2,2,Friendly,Home City,Paraguay,false
2019-11-18,England,Saudi Arabia,5,0,Friendly,Home City,England,false
2023-09-17,Qatar,Chile,0,1,WC Qualifier,Home City,Qatar,false
2020-01-17,Qatar,USA,1,2,Nations League,Home City,Qatar,false
2023-06-03,Nigeria,Iraq,1,1,WC Qualifier,Home City,Nigeria,false
2023-11-13,Netherlands,Qatar,4,0,Continental Cup,Home City,Netherlands,false
2019-08-19,Colombia,Peru,4,0,WC Qualifier,Home City,Colombia,false
2018-08-23,Panama,Ivory Coast,1,1,WC Qualifier,Home City,Panama,false
2018-02-19,Colombia,Paraguay,2,2,Nations League,Home City,Colombia,false
2025-11-09,South Africa,Mexico,1,1,Nations League,Home City,South Africa,false
2019-08-26,Argentina,Netherlands,0,3,Friendly,Home City,Argentina,false
2019-07-27,South Korea,Canada,3,4,World Cup,Sydney,South Korea,true
2020-04-14,Norway,Mexico,3,0,WC Qualifier,Home City,Norway,false
2025-05-18,Japan,Sweden,0,0,World Cup,London,Japan,true
2024-01-27,Ecuador,USA,3,3,Friendly,Home City,Ecuador,false
2022-11-09,Canada,Denmark,1,2,World Cup,New York,Canada,true
2019-01-02,Uruguay,Brazil,0,2,World Cup,New York,Uruguay,true
2019-08-22,Wales,Spain,1,2,World Cup,Madrid,Wales,true
2023-11-04,Argentina,Wales,3,1,Friendly,Home City,Argentina,false
2020-11-03,Norway,South Korea,2,0,Friendly,Home City,Norway,false
2022-12-21,South Korea,United Arab Emirates,1,0,Friendly,Home City,South Korea,false
2023-03-24,Egypt,Norway,0,0,Continental Cup,Home City,Egypt,false
2026-03-06,Costa Rica,France,0,0,Continental Cup,Home City,Costa Rica,false
2018-10-13,Canada,Japan,2,0,Continental Cup,Home City,Canada,false
2023-02-04,USA,Portugal,2,5,Friendly,Home City,USA,false
2021-09-08,Switzerland,Peru,4,1,World Cup,Paris,Switzerland,true
2018-03-11,Paraguay,South Africa,0,0,Nations League,Home City,Paraguay,false
2025-12-08,Sweden,Germany,4,2,Continental Cup,Home City,Sweden,false
2021-06-27,Croatia,Denmark,3,0,World Cup,Doha,Croatia,true
2023-09-10,Nigeria,New Zealand,4,0,Continental Cup,Home City,Nigeria,false
2023-08-05,Tunisia,Panama,4,0,Friendly,Home City,Tunisia,false
2020-08-07,Iran,Cameroon,2,0,World Cup,Berlin,Iran,true
2024-11-16,Germany,Chile,5,0,WC Qualifier,Home City,Germany,false
2018-08-31,Qatar,Nigeria,2,0,World Cup,Dubai,Qatar,true
2025-12-09,France,Canada,2,0,Nations League,Home City,France,false
2022-10-24,Germany,Cameroon,3,1,Friendly,Home City,Germany,false
2024-11-03,Denmark,Uruguay,4,0,Friendly,Home City,Denmark,false
2024-10-02,Croatia,Netherlands,2,2,Continental Cup,Home City,Croatia,false
2026-05-09,Germany,South Korea,4,0,Friendly,Home City,Germany,false
2023-09-04,Uruguay,Algeria,3,2,WC Qualifier,Home City,Uruguay,false
2019-08-16,Paraguay,Croatia,0,3,Friendly,Home City,Paraguay,false
2023-09-21,Serbia,Germany,2,0,WC Qualifier,Home City,Serbia,false
2025-12-10,Brazil,Ecuador,3,0,World Cup,Dubai,Brazil,true
2022-10-31,Switzerland,Portugal,3,2,Nations League,Home City,Switzerland,false
2020-09-02,Saudi Arabia,Morocco,3,0,WC Qualifier,Home City,Saudi Arabia,false
2018-02-20,Nigeria,Iran,2,0,Friendly,Home City,Nigeria,false
2025-03-28,Norway,Spain,2,1,WC Qualifier,Home City,Norway,false
2019-10-05,Colombia,New Zealand,1,0,Friendly,Home City,Colombia,false
2024-02-09,Morocco,Colombia,0,2,World Cup,Sydney,Morocco,true
2020-06-21,Cameroon,Paraguay,3,0,Nations League,Home City,Cameroon,false
2018-09-06,Portugal,England,2,2,WC Qualifier,Home City,Portugal,false
2022-09-13,Peru,Colombia,2,1,Nations League,Home City,Peru,false
2021-03-10,Brazil,Wales,2,0,World Cup,Berlin,Brazil,true
2024-08-21,Croatia,Netherlands,2,2,Nations League,Home City,Croatia,false
2022-03-27,Panama,Netherlands,2,2,Nations League,Home City,Panama,false
2025-01-03,England,Morocco,1,0,Nations League,Home City,England,false
2020-05-11,Qatar,Paraguay,2,1,Continental Cup,Home City,Qatar,false
2020-12-06,Peru,Germany,0,2,Friendly,Home City,Peru,false
2019-10-06,Tunisia,Morocco,0,0,World Cup,Berlin,Tunisia,true
2019-11-22,Panama,South Korea,2,2,WC Qualifier,Home City,Panama,false
2024-07-15,Australia,USA,7,2,World Cup,New York,Australia,true
2021-05-28,Paraguay,France,2,1,WC Qualifier,Home City,Paraguay,false
2022-04-03,Ecuador,Japan,1,1,Continental Cup,Home City,Ecuador,false
2020-11-04,Iran,France,0,1,World Cup,Berlin,Iran,true
2025-07-13,Australia,Norway,2,2,Continental Cup,Home City,Australia,false
2025-07-10,Netherlands,United Arab Emirates,2,1,Continental Cup,Home City,Netherlands,false
2024-08-22,Colombia,Iraq,0,1,Nations League,Home City,Colombia,false
2025-10-01,Colombia,Tunisia,2,1,World Cup,Sydney,Colombia,true
2022-03-27,United Arab Emirates,Brazil,1,0,Continental Cup,Home City,United Arab Emirates,false
2023-04-19,South Africa,Serbia,2,2,Continental Cup,Home City,South Africa,false
2018-12-26,Saudi Arabia,Tunisia,1,0,Friendly,Home City,Saudi Arabia,false
2026-04-09,Colombia,Brazil,2,4,WC Qualifier,Home City,Colombia,false
2022-05-30,Germany,Iraq,4,0,WC Qualifier,Home City,Germany,false
2018-09-26,Denmark,USA,1,0,World Cup,Doha,Denmark,true
2025-09-14,Nigeria,New Zealand,1,1,WC Qualifier,Home City,Nigeria,false
2020-05-30,Jamaica,Ivory Coast,1,1,World Cup,Paris,Jamaica,true
2019-06-04,Denmark,Colombia,3,1,WC Qualifier,Home City,Denmark,false
2025-02-06,Belgium,Mexico,2,2,WC Qualifier,Home City,Belgium,false
2023-06-05,Costa Rica,United Arab Emirates,0,2,Continental Cup,Home City,Costa Rica,false
2021-10-28,Chile,Canada,1,0,World Cup,Doha,Chile,true
2020-08-26,Senegal,Algeria,0,0,Continental Cup,Home City,Senegal,false
